1,2,3,4,5,6,7,8,9,10,11,12
0.2076773576,0.2076323858,0.2090798723,0.1994927,0.1876361682,0.1892289092,0.1925088545,0.1891634297,0.182566054,0.1928756626,0.1932904704,0.0425074193
0.2059010572,0.1851532434,0.1663986953,0.1697089374,0.1735863899,0.1667110352,0.1705418449,0.160678799,0.1660268553,0.1649955468,0.1515900627,0.0432696501
0.1848889057,0.1665269084,0.1546488202,0.1605856678,0.1521856312,0.1484862798,0.1517770882,0.14576886,0.1508184843,0.1567113064,0.1506174612,0.0430475893
0.1722395685,0.1507722028,0.1508761534,0.147715671,0.1533738813,0.1484130811,0.140622347,0.1413708091,0.1473090515,0.1477593676,0.1458813719,0.0440617031
0.1717328982,0.1534303641,0.1511167768,0.1474528308,0.1484304363,0.1456076437,0.1407668948,0.1324529227,0.14451894,0.1451760288,0.1497650957,0.0399705864
0.1618446284,0.1482780354,0.1485232612,0.1461657819,0.1462258395,0.1403963559,0.1327847146,0.1415527415,0.1443409936,0.144063752,0.1414747611,0.0394964654
0.1647627818,0.1476132273,0.15104617,0.141165948,0.1522434821,0.1429669841,0.1396288646,0.1430124412,0.1432763354,0.1470637579,0.1487973233,0.0387308578
0.1741544717,0.1607401214,0.1654347701,0.1482048717,0.1544712663,0.1503907581,0.150863253,0.1550064442,0.1546893923,0.1575943829,0.14133072,0.0394389246
